Reference,Bill Date,Due Date,GL Account,Payee Name,Paid,Unpaid,Paid Date,Property Name,Approval Status,GL Account Name
332500,3/27/2025,4/26/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,4/16/2025,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
332499,3/27/2025,4/26/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",102,0,4/15/2025,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
332664,3/28/2025,3/28/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,4/15/2025,Casa Aurora,Exempt,Supplies Repairs and Maintenance
332673,3/28/2025,3/28/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,4/15/2025,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
332751,3/28/2025,4/27/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",90,0,4/16/2025,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
332843,4/1/2025,4/1/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",469,0,4/15/2025,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
332270,4/2/2025,4/2/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,4/16/2025,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
332931,4/2/2025,4/2/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,4/15/2025,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
332941,4/3/2025,4/3/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",75,0,4/15/2025,Villa Solara,Exempt,Supplies Repairs and Maintenance
333442,4/11/2025,4/11/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",505,0,4/24/2025,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
333598,4/14/2025,4/14/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",463,0,4/24/2025,Villa Terra Nova,Approved,Supplies Repairs and Maintenance
334056,4/21/2025,5/21/2025,7610 - Legal Expenses,"Law Offices of James I. Barron, III",0,102,,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
16 Security Deposit Refund,1/7/2025,1/7/2025,2120 - Security Deposits Clearing,"Lazo Valdes, Yoel",220,0,1/10/2025,The Marula Nest,Exempt,Supplies Repairs and Maintenance
105 Security Deposit Refund,10/28/2024,10/28/2024,2120 - Security Deposits Clearing,"Lazo, Rodolfo J.","2,925.80",0,11/4/2024,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
59036,10/18/2024,11/17/2024,1405 - Building Improvements,"Lee & Cates Glass, Inc.",778.22,0,11/4/2024,Casa Seraphina,Exempt,Supplies Repairs and Maintenance
61282,12/11/2024,1/11/2025,1405 - Building Improvements,"Lee & Cates Glass, Inc.","1,087.81",0,1/23/2025,Villa Sereno,Approved,Supplies Repairs and Maintenance
50775,4/1/2024,4/1/2024,6210 - Repair,"Lee & Cates Glass, Inc.",308.39,0,4/4/2024,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
51167,4/9/2024,4/9/2024,6210 - Repair,"Lee & Cates Glass, Inc.",316.5,0,4/11/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
51588,4/18/2024,4/18/2024,6210 - Repair,"Lee & Cates Glass, Inc.",311.25,0,4/23/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
51590,4/18/2024,4/18/2024,6210 - Repair,"Lee & Cates Glass, Inc.",311.25,0,4/23/2024,Villa Luna Blanca,Approved,Supplies Repairs and Maintenance
51918,4/26/2024,5/26/2024,6210 - Repair,"Lee & Cates Glass, Inc.",304.64,0,5/9/2024,Whispering Palms Estate,Exempt,Supplies Repairs and Maintenance
52967,5/20/2024,5/20/2024,6210 - Repair,"Lee & Cates Glass, Inc.",384.1,0,6/11/2024,Whispering Palms Estate,Exempt,Supplies Repairs and Maintenance
52968,5/20/2024,5/20/2024,6210 - Repair,"Lee & Cates Glass, Inc.",372.04,0,6/11/2024,Sapphire Ridge Retreat,Exempt,Supplies Repairs and Maintenance
53145,5/23/2024,6/23/2024,6210 - Repair,"Lee & Cates Glass, Inc.",789.37,0,7/1/2024,Villa Sereno,Exempt,Supplies Repairs and Maintenance
53232,5/28/2024,5/28/2024,6210 - Repair,"Lee & Cates Glass, Inc.",495.43,0,6/11/2024,Sapphire Ridge Retreat,Exempt,Supplies Repairs and Maintenance
53985,6/13/2024,6/13/2024,6210 - Repair,"Lee & Cates Glass, Inc.",308.39,0,7/1/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
54140,6/17/2024,7/17/2024,6210 - Repair,"Lee & Cates Glass, Inc.",581.36,0,7/1/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
54571,6/26/2024,7/25/2024,6210 - Repair,"Lee & Cates Glass, Inc.",716.51,0,7/1/2024,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
55672,7/24/2024,8/24/2024,6210 - Repair,"Lee & Cates Glass, Inc.",461.43,0,8/17/2024,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
56519,8/15/2024,9/15/2024,6210 - Repair,"Lee & Cates Glass, Inc.",315.78,0,9/5/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
56518,8/15/2024,9/15/2024,6210 - Repair,"Lee & Cates Glass, Inc.",315.78,0,10/16/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
56823,8/22/2024,9/21/2024,6210 - Repair,"Lee & Cates Glass, Inc.",326.64,0,9/5/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
56964,8/27/2024,9/26/2024,6210 - Repair,"Lee & Cates Glass, Inc.",308.79,0,9/5/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
57383,9/6/2024,9/6/2024,6210 - Repair,"Lee & Cates Glass, Inc.",377.76,0,9/11/2024,Villa Sereno,Approved,Supplies Repairs and Maintenance
57457,9/10/2024,10/10/2024,6210 - Repair,"Lee & Cates Glass, Inc.",379.03,0,11/4/2024,The Orchid Pavilion,Approved,Supplies Repairs and Maintenance
57618,9/13/2024,9/13/2024,6210 - Repair,"Lee & Cates Glass, Inc.",317.23,0,9/17/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
58565,10/7/2024,11/7/2024,6210 - Repair,"Lee & Cates Glass, Inc.",312,0,10/16/2024,Villa Terra Nova,Approved,Supplies Repairs and Maintenance
58741,10/11/2024,11/10/2024,6210 - Repair,"Lee & Cates Glass, Inc.",522.5,0,10/16/2024,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
59813,11/6/2024,11/6/2024,6210 - Repair,"Lee & Cates Glass, Inc.",303.45,0,11/15/2024,Villa Sereno,Approved,Supplies Repairs and Maintenance
190115,11/15/2024,11/15/2024,6210 - Repair,"Lee & Cates Glass, Inc.",301.8,0,11/15/2024,Villa Terra Nova,Approved,Supplies Repairs and Maintenance
59812,11/16/2024,11/16/2024,6210 - Repair,"Lee & Cates Glass, Inc.",303.29,0,12/17/2024,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
60402,11/20/2024,11/20/2024,6210 - Repair,"Lee & Cates Glass, Inc.",301.23,0,12/26/2024,Sapphire Ridge Retreat,Approved,Supplies Repairs and Maintenance
60417,12/31/2024,1/30/2025,6210 - Repair,"Lee & Cates Glass, Inc.",297.5,0,1/23/2025,Villa Cielo Alto,Approved,Supplies Repairs and Maintenance
63223,2/4/2025,2/4/2025,6210 - Repair,"Lee & Cates Glass, Inc.",297.5,0,2/11/2025,Villa Sereno,Approved,Supplies Repairs and Maintenance
63927,2/21/2025,3/21/2025,6210 - Repair,"Lee & Cates Glass, Inc.",623.7,0,3/10/2025,Casa Seraphina,Approved,Supplies Repairs and Maintenance
65015,3/20/2025,3/20/2025,6210 - Repair,"Lee & Cates Glass, Inc.",310,0,4/15/2025,The Orchid Pavilion,Approved,Supplies Repairs and Maintenance
66261,4/18/2025,5/18/2025,6210 - Repair,"Lee & Cates Glass, Inc.",0,291.62,,Villa Azure Cove,Approved,Supplies Repairs and Maintenance
2441-201 Security Deposit Refund,3/11/2025,3/11/2025,2120 - Security Deposits Clearing,"Lemaitre, Raymond","1,480.00",0,3/20/2025,Whispering Palms Estate,Approved,Supplies Repairs and Maintenance
1703 Security Deposit Refund,7/1/2024,7/1/2024,2120 - Security Deposits Clearing,"Lemus, Moises O.","1,400.00",0,7/12/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
Commission on renewal leases Oct 2024,11/18/2024,11/18/2024,6271 - Commision Expense Renewal Leasing,"Lentsch, Angela",500,0,11/20/2024,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
Final Payroll 11/4-11/8 minus final petty cash reimbursement,11/14/2024,11/14/2024,6561 - Payroll Salaries Employees,"Lentsch, Angela",654,0,11/15/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
Appreciation for Emergency Handling,10/31/2024,10/31/2024,7628 - BONUS,"Lentsch, Angela","5,000.00",0,11/4/2024,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
405 Security Deposit Refund,10/28/2024,10/28/2024,2120 - Security Deposits Clearing,"Leonardo, Alejo Angeles","1,338.70",0,11/4/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
2805,11/11/2024,11/11/2024,6210 - Repair,LE-V Trade Group LLC,250,0,11/11/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
Reimbursement Travel Expenses 07/10/24 - 07/11/24,7/15/2024,7/15/2024,6800 - Travel,"Levenberg, Mordechai",128.98,0,7/16/2024,Sapphire Ridge Retreat,Exempt,Supplies Repairs and Maintenance
Reimbursement Travel Expenses 07/10/24 - 07/11/24,7/15/2024,7/15/2024,6800 - Travel,"Levenberg, Mordechai",209.46,0,7/16/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
Tampa Travel Expenses 07/24/24 - 07/25/24,7/30/2024,7/30/2024,6800 - Travel,"Levenberg, Mordechai",65.92,0,7/30/2024,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
Tampa Travel Expenses 07/24/24 - 07/25/24,7/30/2024,7/30/2024,6800 - Travel,"Levenberg, Mordechai",82.4,0,7/30/2024,The Orchid Pavilion,,Supplies Repairs and Maintenance
Tampa Travel Expenses 07/24/24 - 07/25/24,7/30/2024,7/30/2024,6800 - Travel,"Levenberg, Mordechai",49.44,0,7/30/2024,Villa Driftwood,,Supplies Repairs and Maintenance
Tampa Travel Expenses 07/24/24 - 07/25/24,7/30/2024,7/30/2024,6800 - Travel,"Levenberg, Mordechai",125.23,0,7/30/2024,The Golden Banyan,Approved,Supplies Repairs and Maintenance
Travel Jacksonville/Luna/Lakeside,9/22/2024,9/22/2024,6800 - Travel,"Levenberg, Mordechai",15.19,0,9/22/2024,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
Travel Jacksonville/Luna/Lakeside,9/22/2024,9/22/2024,6800 - Travel,"Levenberg, Mordechai",15.19,0,9/22/2024,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
Travel Jacksonville/Luna/Lakeside,9/22/2024,9/22/2024,6800 - Travel,"Levenberg, Mordechai",15.85,0,9/22/2024,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
Travel Jacksonville/Luna/Lakeside,9/22/2024,9/22/2024,6800 - Travel,"Levenberg, Mordechai",15.85,0,9/22/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Travel Jacksonville/Luna/Lakeside,9/22/2024,9/22/2024,6800 - Travel,"Levenberg, Mordechai",15.85,0,9/22/2024,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
Travel Jacksonville/Luna/Lakeside,9/22/2024,9/22/2024,6800 - Travel,"Levenberg, Mordechai",15.84,0,9/22/2024,The Velvet Horizon,Exempt,Supplies Repairs and Maintenance
1,12/4/2024,12/4/2024,6800 - Travel,"Levenberg, Mordechai",236.25,0,12/6/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
2,1/29/2025,1/29/2025,6800 - Travel,"Levenberg, Mordechai",167.84,0,2/4/2025,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
2,1/29/2025,1/29/2025,6800 - Travel,"Levenberg, Mordechai",209.8,0,2/4/2025,Villa Solara,Exempt,Supplies Repairs and Maintenance
2,1/29/2025,1/29/2025,6800 - Travel,"Levenberg, Mordechai",125.87,0,2/4/2025,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
Reimbursement for Travel Expenses Atlanta Properties 05/16/24,5/16/2024,5/16/2024,6800 - Travel,"Lichtman, Justin",98.91,0,5/21/2024,Sapphire Ridge Retreat,Exempt,Supplies Repairs and Maintenance
Reimbursement for Travel Expenses Atlanta Properties 05/16/24,5/16/2024,5/16/2024,6800 - Travel,"Lichtman, Justin",93.97,0,5/21/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Reimbursement for Travel Expenses Atlanta Properties 05/16/24,5/16/2024,5/16/2024,6800 - Travel,"Lichtman, Justin",346.19,0,5/21/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",86.71,0,6/26/2024,Villa Sereno,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",82.37,0,6/26/2024,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",303.49,0,6/26/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",19.26,0,6/26/2024,Sapphire Ridge Retreat,Approved,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",20.46,0,6/26/2024,The Marula Nest,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",22.16,0,6/26/2024,Whispering Palms Estate,Approved,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",1.19,0,6/26/2024,Villa Luna Blanca,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",15.34,0,6/26/2024,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",0.26,0,6/26/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",1.96,0,6/26/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",0.51,0,6/26/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",0.34,0,6/26/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",13.55,0,6/26/2024,Sapphire Ridge Retreat,Approved,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",9.55,0,6/26/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",23.53,0,6/26/2024,The Orchid Pavilion,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",0.17,0,6/26/2024,Villa Sereno,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",0.09,0,6/26/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",17.47,0,6/26/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",18.41,0,6/26/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",24.12,0,6/26/2024,The Marula Nest,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",0.09,0,6/26/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",13.72,0,6/26/2024,Villa Cielo Alto,Approved,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",6.82,0,6/26/2024,Whispering Palms Estate,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",25.57,0,6/26/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",11.34,0,6/26/2024,Casa Seraphina,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",6.48,0,6/26/2024,The Marula Nest,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",17.22,0,6/26/2024,Villa Cielo Alto,Approved,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",1.79,0,6/26/2024,Casa Seraphina,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",38.87,0,6/26/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",23.87,0,6/26/2024,The Golden Banyan,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",17.05,0,6/26/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",6.14,0,6/26/2024,Villa Cielo Alto,Exempt,Supplies Repairs and Maintenance
Travel Expenses June 2024,6/26/2024,6/26/2024,6800 - Travel,"Lichtman, Justin",0.34,0,6/26/2024,The Marula Nest,Exempt,Supplies Repairs and Maintenance
Travel Expenses July 2024,7/25/2024,7/25/2024,6800 - Travel,"Lichtman, Justin",345.17,0,7/25/2024,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
Travel Expenses July 2024,7/25/2024,7/25/2024,6800 - Travel,"Lichtman, Justin",110.26,0,7/25/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Travel Expenses July 2024,7/25/2024,7/25/2024,6800 - Travel,"Lichtman, Justin",762.24,0,7/25/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
Travel Expenses July 2024,7/25/2024,7/25/2024,6800 - Travel,"Lichtman, Justin",227.73,0,7/25/2024,Villa Solara,Exempt,Supplies Repairs and Maintenance
Travel Expenses July 2024,7/25/2024,7/25/2024,6800 - Travel,"Lichtman, Justin",65.07,0,7/25/2024,Villa Sereno,Exempt,Supplies Repairs and Maintenance
Travel Expenses July 2024,7/25/2024,7/25/2024,6800 - Travel,"Lichtman, Justin",61.81,0,7/25/2024,Villa Olivetta,Exempt,Supplies Repairs and Maintenance
Reimbursement for Travel Expenses Arizona Properties 08/14/24 - 08/15/24,9/18/2024,9/18/2024,6800 - Travel,"Lichtman, Justin",373.16,0,9/18/2024,Villa Terra Nova,Exempt,Supplies Repairs and Maintenance
Reimbursement for Travel Expenses Arizona Properties 08/14/24 - 08/15/24,9/18/2024,9/18/2024,6800 - Travel,"Lichtman, Justin",119.2,0,9/18/2024,Villa Azure Cove,Exempt,Supplies Repairs and Maintenance
Reimbursement for Travel Expenses Arizona Properties 08/14/24 - 08/15/24,9/18/2024,9/18/2024,6800 - Travel,"Lichtman, Justin",824.07,0,9/18/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Travel Expenses Atlanta Trip 09/20/24,9/20/2024,9/20/2024,6800 - Travel,"Lichtman, Justin",323.5,0,10/4/2024,Whispering Palms Estate,Exempt,Supplies Repairs and Maintenance
Travel Expenses Atlanta Trip 09/20/24,9/20/2024,9/20/2024,6800 - Travel,"Lichtman, Justin",92.43,0,10/4/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
Travel Expenses Atlanta Trip 09/20/24,9/20/2024,9/20/2024,6800 - Travel,"Lichtman, Justin",87.81,0,10/4/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Reimbursement for Travel Expenses Arizona Properties 09/25/24 - 09/26/24,9/25/2024,9/25/2024,6800 - Travel,"Lichtman, Justin",309.21,0,10/29/2024,Casa del Mariposa,Exempt,Supplies Repairs and Maintenance
Reimbursement for Travel Expenses Arizona Properties 09/25/24 - 09/26/24,9/25/2024,9/25/2024,6800 - Travel,"Lichtman, Justin",98.77,0,10/29/2024,Casa Aurora,Exempt,Supplies Repairs and Maintenance
Reimbursement for Travel Expenses Arizona Properties 09/25/24 - 09/26/24,9/25/2024,9/25/2024,6800 - Travel,"Lichtman, Justin",682.83,0,10/29/2024,Villa Driftwood,Exempt,Supplies Repairs and Maintenance
Reimbursement for Travel Expenses Arizona Properties November & December 2024,12/28/2024,12/28/2024,6800 - Travel,"Lichtman, Justin",551.1,0,12/30/2024,Sapphire Ridge Retreat,Approved,Supplies Repairs and Maintenance
